,Wikipedia Movie ID,ethnicity_diversity
24767,1223498,
24768,12593526,
24769,21450473,
24770,10087485,0.1906649468084655
24771,28384803,
24772,16184877,
24773,12058668,
24774,10791841,0.19191431912613421
24775,31023727,
24776,23199746,
24777,24268011,0.07286670007851516
24778,6056195,
24779,14279259,
24780,9425775,
24781,2216381,
24782,20530191,0.36075222437588467
24783,29164839,
24784,31325794,
24785,28379575,
24786,33242153,
24787,21472992,
24788,13814145,0.18610304595189944
24789,19098038,
24790,10294906,
24791,28137223,
24792,28161395,
24793,24729648,
24794,23822007,
24795,31024865,
24796,21008812,
24797,25740475,
24798,1075228,
24799,19165897,
24800,14261615,0.19201748824268142
24801,35247265,
24802,32567844,
24803,3538462,
24804,30665001,
24805,30245874,
24806,27588976,
24807,26513602,0.10858098579280089
24808,3169515,
24809,14737096,
24810,5148614,
24811,5928206,
24812,1127093,
24813,28492708,
24814,14794318,
24815,33861255,
24816,10056433,
24817,22773038,
24818,32776668,
24819,1365621,
24820,27550497,
24821,9226524,
24822,26641614,0.05858098579280088
24823,11564493,
24824,6715354,
24825,6232030,
24826,30034169,
24827,5479998,
24828,10056461,
24829,34542654,
24830,27813459,
24831,19907888,
24832,35119605,
24833,15677758,
24834,33032055,
24835,13725762,0.13635876357057866
24836,3357705,0.12552850720805925
24837,36166703,
24838,454718,
24839,14950102,
24840,35372426,0.10858098579280089
24841,754323,
24842,11750190,
24843,36306987,
24844,13217517,
24845,11604592,0.3726143800144057
24846,1591989,
24847,6030385,
24848,9979,
24849,6150659,
24850,7681861,0.06691431912613421
24851,12651093,
24852,30753092,
24853,16306059,
24854,26108675,
24855,31164654,
24856,10197031,
24857,32872969,
24858,22667885,
24859,4055736,
24860,4277733,
24861,33404109,0.19191431912613421
24862,1085443,
24863,16309023,
24864,28741433,
24865,16143135,
24866,23368672,
24867,28888446,
24868,5859545,
24869,3297433,0.19201748824268142
24870,33361993,
24871,16593269,
24872,31759904,
24873,27634150,
24874,2522640,
24875,27902470,0.36075222437588467
24876,3600059,
24877,14973071,
24878,27691673,
24879,2737675,
24880,21727678,
24881,8580542,
24882,9965794,
24883,15048916,
24884,28639276,
24885,19105180,
24886,25983835,
24887,2513971,
24888,36200975,
24889,24583425,0.38468459735077126
24890,26179719,
24891,19192760,
24892,23690913,
24893,1397198,0.4298445073377553
24894,4729,0.2504953267097912
24895,28927564,
24896,15554498,
24897,18463637,
24898,25821952,
24899,23299845,
24900,9919170,
24901,19177812,
24902,31424761,
24903,28846134,
24904,740830,
24905,33790053,
24906,241603,
24907,6739865,
24908,26524247,
24909,10958736,
24910,26347112,
24911,28148764,
24912,8570240,
24913,18017390,
24914,2799874,
24915,26188378,
24916,17822568,
24917,4728,
24918,24486141,
24919,725817,
24920,92642,
24921,22993456,
24922,13910386,
24923,17871789,
24924,17182170,
24925,33013950,
24926,35501869,
24927,192461,0.30813804608454604
24928,26045241,
24929,14290237,
24930,1340566,
24931,28149568,
24932,29644482,
24933,23257674,
24934,5656662,0.10858098579280089
24935,1290891,
24936,32536582,
24937,14580095,
24938,13141359,
24939,27766591,0.22916125602285473
24940,32276034,
24941,32895885,
24942,35271106,0.3586841549093481
24943,2743131,
24944,28341042,0.3586841549093481
24945,20363375,
24946,60173,
24947,16949662,
24948,2221107,
24949,2075601,
24950,9563125,
24951,23757301,
24952,34987491,
24953,4499436,
24954,33420351,
24955,28222176,
24956,3771276,
24957,3761238,
24958,13503615,
24959,26428986,
24960,1199985,
24961,31159194,0.35943694489130373
24962,25779485,
24963,25917299,
24964,624314,
24965,10116734,
24966,22994526,
24967,19351170,
24968,31013554,
24969,25058379,0.0808032080150231
24970,1367413,
24971,18673551,
24972,14033432,
24973,3673598,
24974,32163587,
24975,31157854,
24976,4878082,
24977,32931660,
24978,35864358,
24979,34454326,
24980,24160813,
24981,8566059,0.1372147226690815
24982,3352739,
24983,1770836,
24984,8528525,
24985,18351401,
24986,30842836,
24987,6057074,
24988,444767,
24989,1356971,
24990,28549052,
24991,9986161,
24992,9318746,
24993,21351189,
24994,12275242,
24995,35595173,
24996,12601907,
24997,9911749,
24998,3790121,0.27755986653922254
24999,12405261,
25000,7807762,
25001,9661323,
25002,5006061,0.07286670007851516
25003,7556999,
25004,3692685,
25005,21327515,
25006,14652733,
25007,24283702,0.19191431912613421
25008,32818151,
25009,27420904,
25010,35536369,0.19191431912613421
25011,5858407,
25012,14123005,
25013,12500777,
25014,36170348,
25015,32249139,
25016,20941575,
25017,16671760,
25018,31322655,
25019,24305522,
25020,26183167,
25021,11471041,
25022,26561332,
25023,26768777,0.36075222437588467
25024,20174868,
25025,35574760,
25026,36087549,0.10858098579280089
25027,33638304,
25028,21524942,0.36125208660778235
25029,2848577,
25030,18037848,
25031,438116,
25032,21769565,
25033,3744721,
25034,17276420,
25035,21394464,
25036,2198940,0.33048416554599114
25037,23687606,
25038,32859140,
25039,24542123,
25040,32191147,
25041,32841791,
25042,7088713,
25043,1750951,
25044,9216194,
25045,28509585,
25046,21047476,
25047,19793512,0.4246543752037386
25048,27459231,
25049,19680069,
25050,8169701,
25051,27581632,
25052,9347378,
25053,2547324,
25054,27305104,
25055,2192166,
25056,18651698,
25057,19692948,
25058,1414402,
25059,26392517,0.3586841549093481
25060,14144087,
25061,1234079,
25062,29489697,
25063,14147634,
25064,22128365,
25065,12737389,
25066,32174477,
25067,26628464,
25068,15453651,
25069,12213224,
25070,7583313,
25071,3853935,
25072,14069014,
25073,18298837,
25074,20966610,
25075,1273551,
25076,143554,
25077,2061620,
25078,11613765,
25079,31107105,0.19191431912613421
25080,25344650,
25081,9980173,
25082,7055037,
25083,4111251,
25084,6610948,
25085,31155256,
25086,16167639,
25087,20123215,
25088,8438953,
25089,2571821,
25090,28943027,
25091,18394730,0.308301529188323
25092,302757,
25093,17972487,
25094,27429199,
25095,14130990,
25096,10658708,0.19191431912613421
25097,22973813,
25098,25817064,
25099,1414394,
25100,32078032,
25101,35770256,
25102,8438951,
25103,477385,
25104,1012024,
25105,19266875,
25106,6172917,
25107,23687447,
25108,19134042,
25109,36377688,0.3585809857928009
25110,2337008,
25111,25759835,
25112,13293808,
25113,23367787,
25114,10761503,
25115,11379599,
25116,19280453,
25117,25080835,
25118,2139989,
25119,14440087,
25120,25655893,0.36075222437588467
25121,8582993,
25122,4835940,
25123,22645080,
25124,781724,
25125,18664162,0.19277027822463708
25126,32622256,
25127,22643046,
25128,5734299,0.13635876357057866
25129,21287030,
25130,403051,0.09191431912613422
25131,1325092,
25132,28645500,
25133,9170639,
25134,13065473,
25135,28376241,0.39247148320655184
25136,9968318,
25137,31976274,
25138,33496754,
25139,25799188,
25140,32456748,
25141,779774,
25142,62121,
25143,13293804,
25144,25654731,
25145,27907826,
25146,2789767,
25147,19408460,
25148,35507861,
25149,1291429,
25150,31930998,
25151,6172892,
25152,30431535,
25153,20949207,
25154,31316162,
25155,2501528,
25156,27753437,
25157,14902615,
25158,19895936,0.3586841549093481
25159,15804857,
25160,21517181,0.36125208660778235
25161,14440072,
25162,4217049,
25163,32358265,
25164,18230,
25165,7721545,
25166,21675154,
25167,30177211,
25168,10449607,
25169,3894257,
25170,23232266,
25171,33047559,
25172,35536608,
25173,18603608,
25174,6429872,0.10858098579280089
25175,21859783,
25176,3818389,
25177,27996817,
25178,8376274,
25179,739786,0.14844113402834086
25180,9673279,
25181,31646742,
25182,6877206,0.21146902092284728
25183,8555979,
25184,19286380,0.3585809857928009
25185,34898442,
25186,35141016,
25187,22288927,
25188,24160640,
25189,23901126,
25190,18393594,
25191,5915777,0.09191431912613422
25192,24423738,
25193,8247583,
25194,29425234,
25195,10707864,
25196,32840421,
25197,23995955,
25198,35601891,
25199,31657661,
25200,18357311,
25201,24438733,
25202,32172257,
25203,28296119,
25204,12836470,
25205,20426846,
25206,22561914,
25207,14073356,0.3885717172454954
25208,11914633,
25209,16814368,
25210,714334,
25211,34593544,
25212,436955,
25213,13452919,
25214,21875073,
25215,27296332,
25216,6855469,
25217,12394565,
25218,33178362,0.13635876357057866
25219,23934336,
25220,8224272,
25221,5880273,
25222,19136103,
25223,3739855,
25224,9994037,
25225,17604789,0.19458541994111567
25226,23687855,
25227,28828794,
25228,22483492,0.40373188268945365
25229,19290613,
25230,27927543,
25231,14615738,
25232,28149534,
25233,33513288,
25234,28985266,
25235,20579365,
25236,46387,
25237,36429898,0.37531167877603006
25238,9475093,
25239,6670576,
25240,4071544,0.18630555124526124
25241,15294037,
25242,18027908,
25243,22644918,
25244,13953896,
25245,24315911,
25246,5882237,0.275491797072686
25247,32905753,
25248,14229474,
25249,5597562,
25250,29206827,
25251,4305002,
25252,14530841,
25253,32862958,
25254,14059291,
25255,9309271,
25256,34806850,
25257,33593226,
25258,31223331,
25259,35004865,
25260,2570318,
25261,8288529,0.09191431912613422
25262,5641035,
25263,8851761,
25264,12383034,
25265,22631529,
25266,22823673,
25267,26287505,
25268,2667323,
25269,7490122,0.36075222437588467
25270,20848381,
25271,4305043,0.22018916926718837
25272,18843103,
25273,302797,
25274,32874019,
25275,22640487,
25276,28900800,
25277,33545423,
25278,31261744,
25279,25049137,0.09191431912613422
25280,5562511,0.19191431912613421
25281,31423651,
25282,1715414,
25283,177783,
25284,20020813,0.19741522427682298
25285,4140604,
25286,35004734,
25287,34992073,
25288,2622639,
25289,68245,
25290,696316,
25291,14299571,
25292,19343738,0.36075222437588467
25293,18612902,
25294,26009799,
25295,23690998,
25296,17922358,
25297,20601498,
25298,33210995,
25299,3529964,
25300,4785726,
25301,34404625,0.13635876357057866
25302,13667090,
25303,3329115,0.23795417220123505
25304,26978434,
25305,23288124,
25306,23371007,
25307,16593815,
25308,30129047,
25309,4949814,
25310,22228712,
25311,4544340,
25312,1922687,
25313,418349,
25314,36448195,
25315,13433919,
25316,21227360,
25317,166813,
25318,30698629,
25319,770260,
25320,20434169,
25321,6795132,0.13635876357057866
25322,31960864,
25323,10834597,
25324,798426,
25325,22810764,
25326,16655547,
25327,2001250,
25328,9912615,
25329,19862695,
25330,11464636,
25331,9916021,
25332,3607032,
25333,27488355,0.19191431912613421
25334,23943222,
25335,6839657,
25336,106328,0.31174741331757355
25337,10122929,0.36125208660778235
25338,17840912,
25339,6640066,0.06691431912613421
25340,35943142,
25341,31025065,
25342,31001997,
25343,31270836,
25344,31165667,
25345,13384575,
25346,25943980,
25347,28379545,
25348,11096384,
25349,23389549,
25350,26456876,
25351,12945304,0.3586841549093481
25352,14841219,
25353,13965869,
25354,1795394,
25355,8049233,
25356,4885202,
25357,7192807,
25358,26262306,
25359,35071703,
25360,27387205,
25361,1731114,
25362,28578800,0.3585809857928009
25363,22022829,
25364,2360178,0.05858098579280088
25365,15630167,
25366,13516269,
25367,5831566,0.19116192964229292
25368,8606712,
25369,19200345,
25370,13247285,
25371,6062060,
25372,540654,
25373,7192381,0.12734364892453784
25374,6169073,
25375,32967217,
25376,13310698,
25377,7154700,
25378,33498663,
25379,26040262,
25380,17919498,
25381,13722907,0.3586841549093481
25382,33328558,
25383,15946757,
25384,10301392,
25385,30672556,
25386,65834,
25387,25812350,
25388,13072563,
25389,4784069,
25390,9974464,
25391,4890336,
25392,8579043,0.11801793068410461
25393,35282434,
25394,17715225,
25395,497890,
25396,21450270,
25397,26849238,
25398,60174,
25399,20234472,
25400,9264265,
25401,26666439,0.09191431912613422
25402,9695354,
25403,26188169,
25404,29823228,
25405,6988352,
25406,4015758,0.3586841549093481
25407,26704742,0.19191431912613421
25408,19522049,
25409,11335511,
25410,31960347,
25411,10007089,
25412,27324966,
25413,18675380,
25414,6550576,0.377676272304243
25415,20344012,
25416,23937456,
25417,18960947,0.35943694489130373
25418,26006495,
25419,33047905,
25420,21397103,
25421,17097079,
25422,28372218,
25423,9919417,
25424,1253990,
25425,905971,
25426,10776142,0.10858098579280089
25427,4259578,
25428,1357152,
25429,6086631,0.25494022559913365
25430,14183099,0.10858098579280089
25431,9299510,
25432,1482587,
25433,22047047,
25434,21349622,
25435,26192132,
25436,28088301,
25437,18539488,
25438,35839766,0.3586841549093481
25439,5668183,
25440,32493869,
25441,25578209,
25442,11011900,
25443,9235373,
25444,29509667,
25445,30170738,
25446,33931510,
25447,14787568,
25448,18790597,
25449,22810161,
25450,448385,
25451,11778133,
25452,13076097,0.35943694489130373
25453,18413490,
25454,16812768,
25455,33352043,
25456,994415,
25457,18580645,
25458,2326096,
25459,29823809,
25460,7987443,
25461,8896262,
25462,30662195,
25463,7379506,
25464,8984972,
25465,16839658,
25466,886698,
25467,25702392,
25468,4704124,
25469,22786230,
25470,24008915,
25471,32987543,
25472,36025962,
25473,1357149,0.1466925283720804
25474,29640756,
25475,4281754,
25476,694787,
25477,905964,
25478,31157306,
25479,5877549,
25480,15133631,
25481,31155202,
25482,14368969,
25483,13385065,
25484,29130732,
25485,29100093,
25486,2456349,
25487,29259188,
25488,5411035,
25489,17830752,
25490,28038077,
25491,24817288,
25492,25456496,0.062284689496504585
25493,2631788,
25494,20003222,
25495,35036246,
25496,35592119,
25497,32567988,
25498,25853391,
25499,3966243,
25500,29271529,
25501,5861423,
25502,28467224,
25503,25442568,
25504,28160687,
25505,26636619,0.19191431912613421
25506,497737,
25507,28424036,
25508,11142410,
25509,10572944,0.13635876357057866
25510,10826173,
25511,25513596,
25512,15421054,
25513,1767914,
25514,13114148,
25515,1353524,
25516,24582349,0.10858098579280089
25517,23541277,
25518,8513207,0.3487301199936863
25519,33654437,
25520,6121598,
25521,18640799,0.14658935925553318
25522,11142414,
25523,27926743,
25524,10621212,
25525,33277771,
25526,12786966,
25527,10932345,
25528,2455295,
25529,33943834,0.2736766553562074
25530,27174834,
25531,19344277,0.36075222437588467
25532,14537381,
25533,4418169,
25534,18612965,
25535,6869004,
25536,33191839,
25537,28483386,
25538,32145126,0.3866029081837971
25539,23248722,
25540,6859132,
25541,12595448,
25542,22608840,
25543,8136508,
25544,26741752,
25545,26764231,
25546,19408859,
25547,10572926,
25548,5480052,
25549,5836236,0.17887332417653648
25550,13669196,
25551,8266530,
25552,6114249,
25553,34958918,0.3586841549093481
25554,15113148,
25555,11142403,
25556,14276835,
25557,33395642,0.10858098579280089
25558,20374404,
25559,6417788,
25560,28768440,
25561,5096585,
25562,29901925,0.35943694489130373
25563,73372,
25564,9797111,
25565,2413074,
25566,2390396,
25567,3610464,
25568,1225570,
25569,10091660,0.3663678716485814
25570,5861532,
25571,97646,
25572,30984371,
25573,31499587,
25574,5222403,
25575,7269566,
25576,9797106,
25577,15173704,
25578,19285459,
25579,33374202,
25580,19834291,
25581,2137209,
25582,31802504,
25583,27252446,
25584,34012751,0.3585809857928009
25585,12137970,
25586,2415806,
25587,31155435,
25588,31170203,
25589,5986582,
25590,14357551,
25591,10382438,
25592,26928604,
25593,34356205,
25594,19893940,0.07286670007851516
25595,24549940,
25596,13677400,
25597,22644791,
25598,551753,
25599,3546190,
25600,11677522,
25601,12232829,
25602,21740728,
25603,21610246,
25604,2689074,0.13902986438556011
25605,28927786,
25606,33477458,
25607,7895523,
25608,7818706,
25609,27947298,
25610,10938283,0.0808032080150231
25611,25446077,
25612,36177098,
25613,2991187,
25614,31104969,
25615,23574413,
25616,33675945,
25617,13949631,
25618,20122845,
25619,26640523,0.3834403713593268
25620,33892195,
25621,19848785,
25622,35911970,0.3668918505691278
25623,20358263,0.36075222437588467
25624,2245035,
25625,28330156,
25626,23484172,
25627,1605120,
25628,18639038,0.07553780089349661
25629,10595362,
25630,9093265,
25631,1027060,0.13105894742455845
25632,35621965,0.3585809857928009
25633,11594202,
25634,31911361,
25635,30861685,
25636,33002534,0.07286670007851516
25637,8530075,
25638,7917619,
25639,4673167,
25640,31026756,
25641,16143895,
25642,3966465,
25643,65436,
25644,17594593,
25645,28176921,
25646,16090959,
25647,1891886,0.12018916926718838
25648,32566350,
25649,31580401,
25650,21381088,
25651,36437336,0.10858098579280089
25652,9203790,
25653,29960215,
25654,5471025,
25655,27610095,
25656,14740242,
25657,10160677,
25658,25882383,0.19408555770921798
25659,5603632,
25660,14785825,
25661,24180644,
25662,20221861,
25663,25623927,
25664,13715121,0.36075222437588467
25665,13268401,0.3585809857928009
25666,1251285,
25667,10933963,
25668,6795134,0.13635876357057866
25669,33493095,
25670,14214911,
25671,12243701,
25672,13021923,0.375545056603163
25673,171626,0.24705633754159653
25674,32932303,
25675,2496397,
25676,19876308,
25677,25946646,
25678,26377098,
25679,33270910,
25680,2092651,
25681,6115713,0.19408555770921798
25682,19232568,
25683,12907695,
25684,11747327,
25685,20751481,
25686,23463386,
25687,27665621,0.35943694489130373
25688,31029251,
25689,22435412,
25690,29709473,
25691,9915982,
25692,33813952,
25693,19490289,0.10858098579280089
25694,23173459,
25695,11168160,
25696,7275748,
25697,35943352,
25698,16051306,
25699,33230832,
25700,25194407,
25701,18496174,
25702,33049275,
25703,9912431,
25704,32420907,
25705,7258879,
25706,25303700,
25707,25145506,0.09191431912613422
25708,31497390,
25709,34330322,
25710,839547,
25711,25595854,0.31867834007485124
25712,25479657,
25713,8969561,
25714,12416313,
25715,31157152,
25716,13737949,
25717,22644289,
25718,14785108,
25719,24227498,
25720,33002512,0.13635876357057866
25721,16731473,0.09458541994111568
25722,9977694,
25723,2409484,
25724,19114413,
25725,19699054,
25726,34470109,0.19277027822463708
25727,30962190,0.19191431912613421
25728,9313250,
25729,4933707,
25730,9997805,
25731,25019667,
25732,12926603,
25733,8077187,0.1346845973507713
25734,5696691,
25735,8466575,
25736,1475902,
25737,30245847,
25738,1592486,
25739,27802516,
25740,8678850,
25741,25529530,
25742,34130,
25743,5395456,
25744,14472255,
25745,22643373,
25746,13726396,0.3586841549093481
25747,3154829,
25748,2163703,
25749,5338254,
25750,33916997,
25751,16558535,0.0808032080150231
25752,34788603,
25753,16197656,
25754,20918140,
25755,4744688,
25756,29881363,
25757,11973790,
25758,14063053,
25759,24702976,
25760,15450622,
25761,7291111,
25762,5724079,
25763,24818029,
25764,11573895,
25765,23848447,
25766,11126051,
25767,24083977,
25768,32467498,
25769,2687986,
25770,118739,
25771,2374420,
25772,28680396,0.1372147226690815
25773,29129963,
25774,21629628,
25775,2095475,0.0808032080150231
25776,23177313,
25777,23521224,
25778,13250367,
25779,17991914,
25780,20236920,
25781,26117807,
25782,18020227,
25783,18698642,
25784,1237100,
25785,1037250,0.19946199808383702
25786,20677329,
25787,1863256,
25788,23484650,
25789,21309110,0.19408555770921798
25790,22644912,
25791,4944673,0.30777951559942646
25792,22341776,
25793,2981197,0.2108042509338142
25794,1046501,
25795,34253785,
25796,1059688,0.06581110806627812
25797,29000170,
25798,7891946,0.13635876357057866
25799,22278676,
25800,2108776,
25801,5731328,0.0808032080150231
25802,26438397,
25803,14619627,
25804,22644646,
25805,9919399,
25806,5512355,
25807,8436521,
25808,10566880,
25809,25793288,0.24553999084320313
25810,31539048,
25811,10027586,
25812,22778503,
25813,3149602,
25814,737700,
25815,13856422,
25816,27423982,
25817,17733263,
25818,25111328,
25819,32724604,0.0808032080150231
25820,2451115,0.19277027822463708
25821,11938659,
25822,236096,
25823,31025414,
25824,25754820,
25825,472897,
25826,31761249,
25827,1274420,0.06691431912613421
25828,31556852,
25829,3132637,
25830,28923506,
25831,31156590,
25832,5933609,
25833,2217144,0.20387332417653647
25834,10301454,
25835,27048113,
25836,18889001,
25837,9604242,
25838,25548254,
25839,5335108,
25840,1617607,
25841,34709092,
25842,3844945,
25843,26162880,
25844,25745885,
25845,20481244,
25846,5786256,
25847,7299508,
25848,29832084,0.38282721705345074
25849,23922445,
25850,25382451,
25851,21674699,
25852,22982069,
25853,20057780,
25854,32841235,
25855,2330967,
25856,11039716,
25857,3099675,
25858,8192063,
25859,17728854,
25860,19867536,0.10868415490934812
25861,18392617,
25862,4034543,0.39019466093100214
25863,18625362,
25864,10910275,
25865,18246654,
25866,10374164,
25867,4896282,
25868,14319659,
25869,4041425,
25870,40672,
25871,11143260,
25872,23867726,
25873,28507160,0.19408555770921798
25874,20519562,
25875,9730490,
25876,35892897,
25877,23032931,
25878,18496707,
25879,34366855,
25880,9693961,
25881,9012262,
25882,16140540,
25883,20398873,
25884,18680384,
25885,32777680,
25886,24972992,
25887,9143511,
25888,5197334,
25889,16991229,
25890,9074461,
25891,15752432,
25892,5375236,
25893,28360586,
25894,25665895,
25895,15079308,
25896,32636880,
25897,3624149,
25898,3458214,
25899,1693395,
25900,10977981,
25901,34340497,
25902,28467414,
25903,18906725,
25904,32613588,
25905,14108242,
25906,19878320,
25907,18793770,
25908,24653753,0.10858098579280089
25909,14007307,
25910,31979208,
25911,21787038,
25912,20261884,
25913,8277957,
25914,5374194,
25915,518018,
25916,1197756,
25917,27707994,0.09191431912613422
25918,32300431,
25919,10611398,
25920,20668190,
25921,23789920,
25922,4876364,
25923,12248243,
25924,23848445,
25925,17763217,
25926,2173299,
25927,18900354,
25928,24726441,
25929,22643287,
25930,6014837,
25931,28145298,
25932,30984142,
25933,33730710,
25934,24465303,
25935,23393578,
25936,25248296,
25937,3564394,
25938,2258827,
25939,9788677,
25940,27719912,0.10858098579280089
25941,23839682,
25942,30598698,
25943,32200677,
25944,10953000,
25945,8806024,
25946,13407047,0.09191431912613422
25947,19030640,
25948,23680471,
25949,9994062,
25950,484102,
25951,384673,
25952,5266424,
25953,16179604,
25954,24376894,
25955,34260542,
25956,183905,
25957,25633352,
25958,30040998,0.3663678716485814
25959,9994047,
25960,7741538,
25961,32687451,
25962,24121382,
25963,417891,
25964,32456627,
25965,10162563,
25966,21031559,
25967,3048276,
25968,16179608,
25969,32103120,
25970,24838328,0.06691431912613421
25971,34702209,
25972,21586800,
25973,9119655,
25974,4238834,
25975,8786958,
25976,17510031,
25977,28649562,
25978,20601419,
25979,5823121,
25980,24676396,
25981,4747302,0.07286670007851516
25982,22643302,
25983,5766332,0.19408555770921798
25984,644824,0.35943694489130373
25985,1152156,
25986,29028449,0.10858098579280089
25987,1693867,0.13478776646731852
25988,23683259,
25989,2728423,
25990,14327942,
25991,28155057,
25992,10970230,
25993,18258415,
25994,4161738,0.3586841549093481
25995,29031800,
25996,13954702,
25997,73455,
25998,20077388,
25999,33064257,
26000,19301664,
26001,32294039,
26002,29337689,
26003,31743501,0.10858098579280089
26004,28268427,
26005,7741845,
26006,19522572,
26007,33088785,
26008,19267610,
26009,11650500,
26010,695780,
26011,21442739,
26012,22077582,
26013,17595982,
26014,7741916,
26015,18905567,
26016,11945073,0.10858098579280089
26017,4340578,0.1372147226690815
26018,8627638,
26019,2524297,
26020,27858885,0.09191431912613422
26021,7255948,
26022,1195560,
26023,7476269,
26024,14053126,
26025,33759061,
26026,12890638,
26027,2020187,
26028,32107837,
26029,19155004,
26030,34541698,0.3586841549093481
26031,8744262,
26032,8627618,
26033,30386594,
26034,12097318,
26035,2820985,
26036,31703370,
26037,11028867,
26038,23641428,
26039,35290553,
26040,27988335,
26041,31272168,0.10858098579280089
26042,14539558,
26043,4647202,
26044,25896239,
26045,18641571,
26046,35879747,
26047,15477301,
26048,34083061,
26049,22622319,
26050,12317186,
26051,9997810,
26052,3202391,0.3586841549093481
26053,26869980,
26054,8546068,
26055,28991395,
26056,6574608,
26057,14143964,
26058,21720602,
26059,12202956,
26060,296997,0.2455399908432032
26061,21687004,
26062,31145076,
26063,24139924,
26064,1864142,
26065,17366863,
26066,6550694,
26067,11709006,
26068,13383298,
26069,34508909,
26070,3572019,
26071,2743891,
26072,5276857,
26073,25475517,0.10858098579280089
26074,31879389,
26075,25737602,
26076,4352911,0.4122066575098698
26077,31282913,
26078,21369620,
26079,18823157,
26080,12495132,
26081,4272659,
26082,30011005,
26083,17494201,
26084,35298627,0.10858098579280089
26085,5307150,
26086,24161966,
26087,6574607,
26088,16185034,
26089,27430906,0.3658111080662781
26090,17181212,
26091,1590940,
26092,10777189,0.2748887657242411
26093,25079725,
26094,15075256,
26095,25664434,
26096,17182731,
26097,25121615,
26098,14437070,
26099,28293207,
26100,25081098,
26101,4213908,
26102,27937164,0.35943694489130373
26103,24320634,0.35943694489130373
26104,22787283,
26105,13405178,
26106,30516505,
26107,21558554,
26108,25136479,
26109,31421041,
26110,29018533,
26111,22952254,
26112,2821933,
26113,23687461,
26114,23922732,
26115,20386610,
26116,29872558,
26117,10857666,
26118,24996800,
26119,543433,
26120,17547483,
26121,18426081,
26122,16895231,
26123,35629358,
26124,17961082,
26125,10773864,0.09191431912613422
26126,2435076,
26127,24330971,
26128,15951564,
26129,66841,
26130,26408992,
26131,2807368,
26132,9104703,
26133,28196198,
26134,13551180,
26135,6056052,
26136,16813895,
26137,4429064,
26138,34783186,
26139,26743733,
26140,19134856,0.3585809857928009
26141,2140657,
26142,13489776,
26143,22439052,
26144,7425934,0.1435888858440559
26145,15680539,
26146,176762,
26147,31090055,0.3861030459518994
26148,19871292,
26149,4685735,0.36125208660778235
26150,13405219,
26151,35893802,
26152,36938684,
26153,7191769,
26154,9221733,
26155,27631682,
26156,24818085,
26157,1205786,
26158,11493748,
26159,20904264,
26160,23687473,
26161,29984344,
26162,23835950,0.35943694489130373
26163,17356798,
26164,27996184,0.13635876357057866
26165,23687841,
26166,30283145,
26167,31771934,
26168,20878070,
26169,6410861,
26170,34322890,
26171,18792486,
26172,1423029,0.36075222437588467
26173,9158848,0.21812109980065184
26174,17031503,
26175,2318462,
26176,4951286,0.19179957700412623
26177,23062502,
26178,19402484,
26179,20171140,
26180,22029678,
26181,20952793,
26182,34352596,0.10858098579280089
26183,22339376,
26184,23666884,
26185,10996254,
26186,32609782,
26187,6585829,
26188,13712424,
26189,15864796,
26190,9229395,
26191,11953814,
26192,12795377,
26193,25184961,
26194,10823667,
26195,26137286,
26196,35005548,
26197,20949186,
26198,23242818,
26199,24561506,
26200,14767600,0.06691431912613421
26201,6306820,
26202,7415735,
26203,26361580,
26204,15155743,
26205,518856,
26206,6334838,
26207,3193949,0.11125208660778234
26208,26913298,
26209,30593606,
26210,15670271,
26211,7856493,
26212,11699620,
26213,11738477,
26214,7488792,
26215,14740230,
26216,481293,
26217,15039208,
26218,1797704,
26219,23809648,
26220,25080850,
26221,21394906,
26222,5242919,
26223,13237172,
26224,4918808,
26225,23687836,
26226,22112974,0.41733753737133156
26227,14194356,0.3586841549093481
26228,15287294,
26229,16164212,
26230,15671530,
26231,30836805,
26232,35245976,
26233,34841025,
26234,19685467,
26235,13699003,
26236,26248852,
26237,29823393,0.35943694489130373
26238,5541205,
26239,17697906,
26240,25958894,
26241,92596,
26242,2196940,
26243,24910722,
26244,19107204,
26245,13311565,
26246,2019025,
26247,5586818,
26248,10439707,
26249,5185489,
26250,4046924,
26251,3829690,
26252,18555807,
26253,20787941,
26254,21312540,
26255,9890394,0.10858098579280089
26256,12979666,
26257,34240475,
26258,1260446,
26259,16875572,
26260,2641298,
26261,5021403,
26262,7513979,
26263,17190300,
26264,15461648,
26265,2272758,
26266,12845913,
26267,2168247,
26268,25329994,0.4122066575098698
26269,17903453,
26270,9573862,
26271,36359454,
26272,23176116,
26273,31632472,
26274,25944368,0.35497355959915966
26275,5973389,0.3969261203526387
26276,17599713,
26277,21849247,
26278,26017039,
26279,10926141,0.36125208660778235
26280,18355667,
26281,20533949,
26282,27912957,
26283,4692894,
26284,3257025,
26285,20548047,
26286,7768616,
26287,31156352,
26288,21226154,
26289,12151598,
26290,1668866,
26291,73900,
26292,303039,
26293,4783479,
26294,25450666,
26295,12568590,
26296,16385924,
26297,25307654,
26298,28478510,
26299,10685113,
26300,30726799,0.05858098579280088
26301,1285718,
26302,12576635,
26303,12054599,
26304,20929782,
26305,5958413,
26306,33449567,
26307,24523586,
26308,33689181,
26309,13606911,
26310,22941286,
26311,168774,
26312,33354076,
26313,293693,
26314,893808,0.3236756784327171
26315,19920277,
26316,3992212,
26317,16623287,
