,Wikipedia Movie ID,ethnicity_diversity
519,15948971,
520,12452237,
521,15790701,
522,24732078,
523,7752732,
524,19950563,
525,11220896,0.10858098579280089
526,31457076,
527,19576505,
528,20271784,
529,19961614,
530,9678161,0.19191431912613421
531,13710882,0.3586841549093481
532,8190464,
533,31633054,
534,20581194,
535,4038269,
536,3809621,
537,19087098,0.2757447248227439
538,7082486,0.0808032080150231
539,21209475,0.4191375842671475
540,20996481,
541,1957472,
542,3210963,0.14800780785666134
543,9086301,
544,18300655,
545,31196941,0.09191431912613422
546,1307956,0.16256554424509628
547,15890474,
548,20694087,0.0808032080150231
549,2216254,
550,665676,
551,28530363,
552,23128940,
553,10972420,
554,23435357,
555,30548208,
556,18900393,
557,9846672,
558,29499560,
559,27064671,
560,2524925,
561,4002677,
562,1964091,
563,9855335,
564,26687336,0.05858098579280088
565,7985961,
566,28330207,
567,9404578,
568,30066955,
569,30542622,
570,33726417,0.35943694489130373
571,34081237,
572,22056121,
573,1094668,
574,7267251,
575,6721185,
576,3917900,
577,3899153,
578,16791637,
579,7173668,
580,18370691,
581,4031676,0.3866029081837971
582,1028671,
583,27480248,
584,15388340,
585,1378672,
586,34131426,
587,22643691,
588,3917891,
589,30729485,
590,32789457,
591,24272584,
592,1641416,
593,26712095,0.13902986438556011
594,7939249,
595,22358819,
596,9962209,
597,1748912,
598,9855320,
599,706803,
600,32804099,
601,25716411,
602,29508267,
603,31690131,
604,5933936,0.3847877664673185
605,20206687,
606,7458959,
607,1851703,
608,9201207,
609,26283021,0.3585809857928009
610,20437960,
611,6638546,
612,3917873,
613,5363369,
614,1941497,
615,26890096,
616,36208311,0.3585809857928009
617,7266768,
618,14217965,
619,10205199,
620,5596675,
621,444919,
622,13184162,
623,3670013,
624,2298689,
625,11599737,
626,17455191,
627,32752081,
628,1033477,
629,29419841,
630,27498733,
631,12287578,
632,9751550,
633,24300269,
634,24257335,
635,6613755,
636,18848111,
637,19801670,
638,28010827,
639,19036707,
640,32505827,
641,11467890,
642,33152192,
643,6488515,
644,34536797,
645,14710585,
646,1097249,
647,13720943,0.3586841549093481
648,12310718,
649,6515754,
650,6973699,
651,7281088,
652,23028763,
653,12632216,
654,23753154,
655,34694618,
656,21038272,
657,33096336,
658,5181423,0.10858098579280089
659,31348830,0.0808032080150231
660,9899642,
661,26068632,
662,21132951,
663,7154611,
664,28826929,
665,33459944,0.19191431912613421
666,7521477,
667,21260121,
668,7026346,
669,4953051,
670,22592501,
671,1904367,
672,28542372,
673,9104619,
674,20695394,
675,34235410,
676,21312403,
677,24207129,
678,28400904,
679,31337689,
680,18635843,
681,31814576,
682,25736891,
683,22365569,
684,35762859,0.3658111080662781
685,15096320,0.3550307485830431
686,11477471,
687,7280802,
688,1533733,
689,34061686,
690,13720962,0.3586841549093481
691,10706435,
692,29119625,
693,5464664,
694,35882350,
695,32529406,
696,4572965,
697,27290119,
698,25897109,
699,24051028,
700,9782958,
701,29801922,
702,14734420,
703,7536753,
704,34525535,
705,33624347,
706,8763366,
707,34866550,
708,17711304,
709,7876902,0.13635876357057866
710,25847898,
711,13293417,
712,9429240,0.19191431912613421
713,9248665,
714,28201876,0.19191431912613421
715,34366440,
716,24009114,
717,29258922,
718,28492703,
719,32069698,
720,10142493,
721,22644907,
722,9408752,0.19458541994111567
723,5774478,
724,25214436,
725,25075517,
726,31025101,
727,1169305,
728,22378288,
729,19036329,
730,12771649,
731,34319106,
732,20695060,
733,33023297,
734,17325393,
735,11227773,
736,24011286,
737,9889964,0.09191431912613422
738,28388755,
739,5884079,
740,4633426,
741,1781048,
742,9205349,
743,29661508,
744,28024741,0.3586841549093481
745,9993309,
746,20567826,
747,15670779,
748,28736289,
749,31227417,
750,17807776,
751,2553539,
752,14709757,
753,19247704,
754,10050603,
755,32956142,
756,26900805,
757,17028988,0.27937318640843417
758,8088400,
759,15337014,
760,17635680,
761,19840260,
762,36524453,
763,8316526,
764,817057,
765,34994883,
766,33616397,
767,18053600,
768,29004995,
769,9993314,
770,1901096,
771,399402,
772,29302351,
773,19134776,
774,19803330,
775,31157561,
776,22224559,
777,1222278,0.36075222437588467
778,9993323,
779,13726036,0.3586841549093481
780,15753282,
781,18543941,
782,25131827,
783,8437284,0.14658935925553318
784,937852,
785,7586366,
786,4738976,
787,23346792,
788,12868752,
789,4200912,
790,7844547,
791,3163300,
792,5392217,
793,27044179,
794,22342112,
795,34624303,
796,4836072,
797,2121431,
798,5446828,
799,31782747,0.35943694489130373
800,17244218,
801,32470255,
802,7323666,
803,35130250,
804,9985468,
805,18579003,
806,7922428,0.35943694489130373
807,29804533,
808,5923472,0.14468478328362713
809,6644109,
810,14544711,
811,35618397,
812,21426256,0.19458541994111567
813,36410662,
814,35725115,
815,9985474,
816,11361551,
817,3340222,
818,1132138,0.18610304595189944
819,11921020,
820,19935159,
821,13457871,
822,736262,
823,5469928,
824,4360088,
825,17369283,
826,3579544,
827,24048171,
828,34090675,
829,23404570,
830,5480947,
831,31322416,
832,17007014,
833,34594999,
834,21088136,
835,6109092,
836,2262277,
837,5125134,
838,19511466,
839,5240350,
840,33412374,
841,33890738,
842,10624891,
843,14076924,
844,20138604,
845,32896184,
846,32066330,
847,32777931,
848,18195326,
849,30864413,
850,13365023,
851,22475578,
852,24292756,
853,26446859,
854,24915544,
855,17839776,
856,8913767,
857,12677130,
858,8889869,0.11801793068410461
859,21234681,
860,8658177,
861,7376595,
862,414368,
863,20762723,
864,12095072,
865,24434151,
866,32163804,
867,23687464,
868,20465302,
869,7376439,
870,4188689,
871,10345537,0.19191431912613421
872,34992168,
873,13113851,
874,34129990,
875,24021186,
876,30553656,
877,249406,
878,7153927,
879,2295231,0.38685583593385503
880,22994034,
881,21598586,0.3917186932245962
882,22743224,
883,8743599,0.07286670007851516
884,23687989,
885,22644468,
886,7544443,
887,19160892,
888,28379587,
889,7566281,0.10858098579280089
890,27383563,
891,6242699,0.35943694489130373
892,7100124,0.36075222437588467
893,16943307,
894,9919006,
895,30975925,0.36125208660778235
896,7567438,0.13635876357057866
897,29154658,
898,22643381,
899,22946282,
900,28492939,
901,23248065,
902,3694061,
903,4025965,
904,17683356,
905,5445021,
906,34129623,
907,6847340,
908,17594183,
909,29278064,
910,34916655,
911,6057135,
912,19988478,
913,5218366,0.29083266089455145
914,36406869,
915,27424477,
916,957179,0.17887332417653648
917,9208103,
918,30160141,
919,3389311,
920,5565338,
921,9912420,
922,9919009,
923,168571,
924,31982675,
925,28066754,0.13635876357057866
926,26876259,
927,6244632,0.06958541994111567
928,26013008,
929,6183212,
930,15941612,
931,15371815,
932,26798968,
933,31149313,0.10858098579280089
934,9912418,
935,846329,
936,6352213,
937,19490946,
938,10990102,
939,30719399,
940,11144406,
941,1231856,
942,34563800,
943,16573952,
944,23737168,
945,6602958,
946,161877,
947,36036213,0.36573791701981745
948,24813200,
949,36348802,
950,10858701,
951,29832052,
952,9879562,
953,26374132,
954,10700127,0.19191431912613421
955,934809,
956,1273569,
957,30531735,
958,31646915,
959,1358704,
960,1612686,
961,10492496,
962,23792787,
963,7612646,
964,10663174,
965,16645962,
966,30587025,0.19191431912613421
967,31707381,
968,4600837,
969,1273572,
970,8158277,0.4211487523832784
971,9569532,
972,77639,
973,28692419,
974,16683731,
975,12395625,
976,9879576,
977,5080311,
978,23939272,
979,28379461,
980,23714330,
981,22145673,
982,14415689,
983,5137345,
984,13508675,
985,8948959,
986,29831967,0.37089846818658473
987,31636280,0.10858098579280089
988,9308502,
989,34953631,
990,17470026,
991,9879584,
992,33404927,
993,10017049,
994,21686929,
995,309159,
996,27695067,
997,5150761,
998,10604572,
999,7378452,
1000,612007,0.35943694489130373
1001,25366718,
1002,30599547,
1003,28275468,0.19191431912613421
1004,5842466,0.11075222437588465
1005,3889952,
1006,35827366,
1007,7299774,
1008,21254725,
1009,6057698,0.2736766553562074
1010,967367,
1011,8610844,
1012,2028217,0.2509951889416889
1013,1141059,
1014,25768831,
1015,34109833,0.3586841549093481
1016,25877696,
1017,28350035,0.19191431912613421
1018,1911903,
1019,28839628,
1020,8906793,
1021,28807804,
1022,11259949,
1023,31987584,
1024,18095028,
1025,18070985,
1026,14613957,
1027,22811780,
1028,25603991,
1029,33477597,
1030,5682615,
1031,20500100,0.3586841549093481
1032,26268645,
1033,35588348,
1034,25417587,
1035,10451448,
1036,23687729,0.35943694489130373
1037,1850269,
1038,16791614,
1039,18410187,
1040,8781041,
1041,4453753,
1042,21674541,
1043,4724834,0.2766303212445606
1044,9943176,
1045,3504034,
1046,9878993,
1047,34055313,
1048,28374748,
1049,33551059,
1050,33083106,
1051,17884388,0.10858098579280089
1052,20927265,
1053,1157158,
1054,28492608,
1055,10999615,
1056,21482599,0.35943694489130373
1057,24665535,
1058,23467297,0.13635876357057866
1059,3972416,
1060,16647548,
1061,12837431,
1062,9573761,0.3585809857928009
1063,24064330,
1064,31323898,
1065,803276,
1066,34630340,
1067,3028248,
1068,36052259,
1069,23202562,
1070,25152002,
1071,3432108,
1072,1341543,
1073,20454049,
1074,19940109,
1075,20568858,
1076,28492562,
1077,4501185,
1078,12941571,0.3586841549093481
1079,2397783,0.21943637928523277
1080,19104869,
1081,9594415,
1082,2119021,
1083,29023860,
1084,20632048,
1085,1774709,
1086,24459970,
1087,28992007,
1088,15098346,
1089,13769297,
1090,20426704,0.37162200253325467
1091,24858468,
1092,31427208,
1093,15284386,0.09201748824268145
1094,25215987,
1095,5877719,0.13082253460432122
1096,31210251,0.10858098579280089
1097,34644182,0.3586841549093481
1098,6836206,
1099,5125045,
1100,9362941,
1101,12042846,
1102,19673886,
1103,22576659,
1104,3059075,
1105,142274,0.1806884658930151
1106,26967925,
1107,31250513,
1108,508985,
1109,3682299,
1110,32098888,0.18468459735077128
1111,14963981,
1112,6887098,
1113,21447227,
1114,21239514,
1115,1472865,
1116,9558041,
1117,23687492,
1118,9424677,
1119,6426246,
1120,5284284,0.3782564024883796
1121,26291262,0.13853000215366243
1122,27278051,
1123,26778773,
1124,19086354,
1125,26149260,
1126,5049873,
1127,26967810,
1128,21482237,
1129,14230997,
1130,24407838,
1131,31934171,0.10858098579280089
1132,7121282,0.36075222437588467
1133,1871167,
1134,23593226,0.09191431912613422
1135,18487239,
1136,32068182,
1137,2486602,
1138,1217079,
1139,30710263,
1140,29865278,0.06691431912613421
1141,32151115,
1142,10088120,
1143,35041105,
1144,18705442,
1145,2313467,
1146,19434365,
1147,1472852,
1148,31032524,
1149,29510726,
1150,20094531,
1151,27953778,
1152,19127891,
1153,9497934,
1154,32564574,
1155,35790655,0.10858098579280089
1156,12188026,
1157,26206182,0.10858098579280089
1158,20503264,
1159,6846215,0.17887332417653648
1160,12073548,
1161,29075168,
1162,3759392,
1163,26084706,
1164,35121944,
1165,31003512,
1166,418154,
1167,14602109,0.09191431912613422
1168,34037062,
1169,29002780,
1170,27744173,
1171,13194784,
1172,780889,
1173,25984661,
1174,24833392,
1175,19614697,
1176,9002666,
1177,29381531,0.37154352201908053
1178,23691047,
1179,33938681,
1180,32206533,
1181,27756406,
1182,22680762,
1183,31303771,0.1364619326871259
1184,780888,
1185,9555242,0.3615218875746493
1186,6068626,0.1364619326871259
1187,23177742,
1188,13934307,
1189,14536209,
1190,4400057,
1191,12180811,
1192,1886189,
1193,28666421,
1194,8167343,
1195,11760680,
1196,1918683,
1197,19898489,0.07286670007851516
1198,16252413,
1199,18993340,
1200,28903478,
1201,2110246,
1202,24708749,0.11812109980065184
1203,23700069,
1204,3343874,
1205,5566878,
1206,25920724,
1207,35288836,
1208,3644784,
1209,33643112,
1210,4966576,0.09191431912613422
1211,20482272,
1212,32635381,
1213,6768793,
1214,34317816,
1215,5177364,0.1346845973507713
1216,14416508,
1217,22644365,
1218,9855216,
1219,6857245,0.13853000215366243
1220,22975550,
1221,23470411,
1222,31990140,
1223,27171821,
1224,9401987,
1225,31197003,0.0808032080150231
1226,3477618,
1227,11698816,
1228,5876575,
1229,35776919,
1230,4403780,0.07296986919506239
1231,33882593,
1232,7838865,
1233,9057972,
1234,36353254,
1235,26783712,
1236,23703779,
1237,12160774,
1238,5177163,0.0808032080150231
1239,1480748,0.15057573955509557
1240,5922485,
1241,250012,
1242,2023704,
1243,24314823,
1244,19605505,
1245,9650057,0.19191431912613421
1246,2723037,
1247,33505627,
1248,19931996,
1249,35282954,
1250,35407845,
1251,13164574,
1252,1480747,
1253,683122,
1254,26306593,0.18468459735077128
1255,3193452,
1256,1273525,
1257,2332610,
1258,17736697,0.41989037424910314
1259,23865315,
1260,12136473,
1261,11122446,
1262,3293243,
1263,22021525,
1264,22733195,
1265,12234915,
1266,13210849,
1267,8400847,
1268,8283324,
1269,6109156,
1270,2332364,
1271,2267337,
1272,8648797,
1273,34390034,0.06691431912613421
1274,9457642,
1275,26614442,
1276,18950355,
1277,31211176,
1278,14075290,
1279,33687540,
1280,10877732,
1281,28321756,
1282,15349690,
1283,12183290,
1284,35784403,
1285,24447252,
1286,25711367,
1287,73395,
1288,18562918,
1289,10535326,0.2806884658930151
1290,32621102,0.1372147226690815
1291,1388443,
1292,25861920,
1293,25529715,
1294,28789531,
1295,29133141,
1296,28492745,
1297,6190947,
1298,37257312,
1299,14653703,
1300,31187940,
1301,26261634,
1302,26723356,
1303,29641798,
1304,8411320,
1305,12428218,
1306,2616952,
1307,12347651,
1308,31519851,
1309,24576469,
1310,9915817,
1311,5889382,
1312,2374400,
1313,19204182,
1314,13666004,0.19201748824268142
1315,19389678,
1316,12695008,0.19741522427682298
1317,7744004,
1318,7351283,
1319,13977536,
1320,14814288,
1321,11580269,
1322,34853942,
1323,14790860,
1324,5396029,
1325,31646061,
1326,23688045,
1327,8219325,0.3186684564633648
1328,62688,
1329,24739648,
1330,19844591,
1331,4734763,
1332,31535046,
1333,8859517,0.11125208660778234
1334,3645284,
1335,8947600,
1336,15115743,
1337,28373900,
1338,27729972,
1339,25242231,
1340,32547611,
1341,468356,
1342,6906953,
1343,7012138,
1344,33275973,0.19191431912613421
1345,1238065,0.2596453870028052
1346,570743,
1347,23499382,0.3586841549093481
1348,35211787,
1349,504242,
1350,24451372,
1351,17916020,
1352,34584668,
1353,9858029,
1354,129295,
1355,5520992,0.3586841549093481
1356,21008123,
1357,1247022,
1358,13289421,
1359,34961787,
1360,256337,0.37230439049917835
1361,34100268,
1362,2780906,
1363,11796087,0.1372147226690815
1364,11699443,
1365,30167040,
1366,16796262,
1367,933349,
1368,2894499,
1369,11625324,
1370,163491,
1371,26364055,
1372,4461403,
1373,33100959,0.3586841549093481
1374,1924191,
1375,23293894,
1376,25008319,
1377,8987889,
1378,32826409,
1379,1671520,
1380,21604407,
1381,29481438,
1382,10920719,
1383,13870077,
1384,22697988,
1385,23283544,
1386,30011441,
1387,6701473,0.10858098579280089
1388,24582482,
1389,5820314,
1390,4026639,
1391,5378148,0.07286670007851516
1392,16835577,
1393,19236804,
1394,26022150,
1395,15749812,0.1372147226690815
1396,32070510,
1397,5538421,
1398,19687519,0.3586841549093481
1399,12689649,
1400,24631652,
1401,21132938,
1402,17058062,
1403,3635024,
1404,31650028,
1405,8353789,
1406,15749794,
1407,7335167,0.09191431912613422
1408,23687966,
1409,24069458,
1410,12169608,
1411,7955522,
1412,8721073,
1413,27766558,
1414,17058733,
1415,28074095,
1416,20518783,
1417,14811318,0.3586841549093481
1418,29574385,0.06691431912613421
1419,17939111,
1420,24068072,
1421,5361730,0.0808032080150231
1422,10344059,
1423,20223240,
1424,34254755,
1425,20377205,
1426,7334748,0.07286670007851516
1427,18170706,
1428,1597720,
1429,24061285,
1430,7792664,
1431,9088886,
1432,5853629,
1433,6581470,
1434,10010910,0.3721148422899124
1435,28557848,
1436,6767900,
1437,20395564,
1438,25646360,
1439,21987574,0.19277027822463708
1440,24815671,
1441,5257643,
1442,20712613,
1443,20562478,
1444,9998246,
1445,3511253,
1446,175079,
1447,18164108,
1448,13849639,
1449,30816196,0.09191431912613422
1450,12961471,0.3798973527888984
1451,9998215,
1452,23771224,
1453,14356649,
1454,1017172,
1455,670013,
1456,10387789,
1457,8969010,
1458,13114315,
1459,5501445,
1460,5188508,
1461,1597728,
1462,7024876,0.3314412558749707
1463,4278211,
1464,16024478,
1465,24666702,0.13635876357057866
1466,8993821,0.05858098579280088
1467,3387343,
1468,2181949,
1469,35408293,
1470,580994,
1471,19314492,
1472,183828,
1473,35993713,0.3586841549093481
1474,34181242,0.4722693122469174
1475,28857787,
1476,20700559,
1477,9263680,
1478,4481996,
1479,5329751,
1480,9641323,
1481,35556959,0.13635876357057866
1482,6773730,
1483,7253511,
1484,1939106,
1485,7248381,
1486,34336612,
1487,1526741,
1488,31014663,
1489,7644867,
1490,25573745,
1491,29381751,0.19191431912613421
1492,7641358,
1493,31141736,
1494,27388121,
1495,16364045,
1496,28958853,
1497,28569306,
1498,5283066,
1499,20518296,
1500,19920190,
1501,19682775,
1502,20249573,
1503,24641171,
1504,35488549,0.22580481653988516
1505,13201569,
1506,19155069,
1507,8726643,
1508,20532977,
1509,14358557,
1510,22643666,
1511,3986182,
1512,34952523,
1513,19200455,
1514,25058532,0.062284689496504585
1515,20629940,0.15619138682779232
1516,221489,
1517,31803668,
1518,9906067,0.34545732389515016
1519,31420015,
1520,103022,
1521,34983991,
1522,1966655,
1523,9104173,
1524,22637123,
1525,33581371,
1526,36173342,
1527,27268159,
1528,11161265,
1529,8666799,
1530,2649865,
1531,6685838,
1532,2236141,
1533,2080306,
1534,2002258,
1535,33628294,
1536,24214688,
1537,6735825,
1538,25081936,0.3586841549093481
1539,946060,
1540,32553773,
1541,20520779,
1542,14856464,
1543,11284825,
1544,35581611,0.19191431912613421
1545,32077060,
1546,29031975,
1547,25067693,
1548,23118238,0.19201748824268142
1549,5344873,0.10943694489130373
1550,3310853,
1551,34053944,
1552,30199617,
1553,29803022,0.36075222437588467
1554,26104950,
1555,1336564,
1556,1481638,
1557,22831858,
1558,11256259,0.062284689496504585
1559,34573784,
1560,18942407,
1561,21983784,
1562,32537784,0.0808032080150231
1563,13137350,
1564,2705410,
1565,8359892,
1566,22683998,
1567,20097088,
1568,14556392,
1569,2431740,
1570,31900532,
1571,1216495,
1572,18065848,
1573,31176974,
1574,28762486,
1575,16855103,
1576,19915414,
1577,29240722,
1578,1598832,
1579,22364213,
1580,28088331,
1581,24160420,
1582,20570444,
1583,23171363,
1584,5289480,
1585,3564596,0.19914444139961143
1586,22623529,
1587,2312019,
1588,8702038,0.36075222437588467
1589,18133264,
1590,18393737,
1591,2261407,
1592,22643472,
1593,7759459,
1594,16188573,
1595,18583140,
1596,35808039,
1597,23664512,
1598,18195027,
1599,19200837,
1600,35726787,
1601,9577780,
1602,8719979,0.16256554424509628
1603,3158499,
1604,32710519,
1605,19289655,
1606,26554437,
1607,31865461,
1608,31156267,
1609,22578492,
1610,24213425,
1611,4600218,
1612,34201640,
1613,31404359,
1614,20663735,0.07286670007851516
1615,33462582,
1616,4658785,
1617,30528086,
1618,20921173,
1619,918886,
1620,1853602,
1621,327427,
1622,7948938,
1623,1432855,
1624,8991887,
1625,15189343,
1626,19908609,
1627,4061041,
1628,35065476,
1629,26953381,0.19191431912613421
1630,9091892,
1631,34394403,
1632,4359873,
1633,8991907,
1634,24159097,
1635,7585416,
1636,18545627,0.19408555770921798
1637,29169424,
1638,1660834,
1639,19301429,
1640,8417343,
1641,11933187,
1642,28059916,
1643,30280518,
1644,25682451,0.1372147226690815
1645,4448935,
1646,33002605,
1647,25274949,
1648,628120,
1649,1471831,
1650,29895175,
1651,3520906,
1652,9764248,
1653,10160801,
1654,13568181,
